year,month,day,dayOfWeek,airline,flightNumber,origin,destination,departureDelay,arrivalDelay,cancelled,diverted
2015,10,2,5,AS,AS4216,DTW,PHX,24.68,33.24,0,0
2015,11,30,1,AS,AS4217,IAH,ATL,42.24,38.86,0,0
2015,12,2,3,UA,UA4218,SEA,MIA,-0.23,1.24,0,0
2015,3,10,2,DL,DL4219,DEN,BOS,43.61,44.03,0,0
2015,9,12,6,F9,F94220,BOS,MIA,12.29,15.56,0,0
2015,4,6,1,DL,DL4221,BOS,JFK,54.04,50.8,0,0
2015,12,15,2,F9,F94222,BOS,MIA,20.62,25.19,0,0
2015,6,24,3,WN,WN4223,ORD,DFW,10.34,25.18,0,0
2015,10,30,5,NK,NK4224,ATL,MSP,4.92,3.85,0,0
2015,4,3,5,UA,UA4225,SEA,LAX,23.05,32.8,0,0
2015,10,29,4,DL,DL4226,SEA,MSP,86.26,87.99,0,0
2015,7,30,4,UA,UA4227,DTW,DEN,11.46,0.93,0,0
2015,11,18,3,DL,DL4228,DEN,IAH,12.67,12.69,0,0
2015,5,21,4,F9,F94229,CLT,LAX,16.96,4.96,0,0
2015,12,21,1,AS,AS4230,LAX,CLT,10.06,11.52,0,0
2015,3,10,2,WN,WN4231,ATL,ORD,-4.6,1.36,0,0
2015,3,19,4,UA,UA4232,LAS,SFO,9.46,26.53,0,0
2015,1,15,4,DL,DL4233,DEN,SFO,35.27,36.39,0,0
2015,2,16,1,WN,WN4234,LAS,ORD,-18.57,-19.48,0,0
2015,11,10,2,AA,AA4235,JFK,CLT,26.59,37.71,0,0
2015,1,16,5,NK,NK4236,MIA,JFK,2.27,4.52,0,0
2015,9,4,5,DL,DL4237,ATL,PHX,8.59,24.1,0,0
2015,11,14,6,WN,WN4238,SFO,DEN,121.84,121.47,0,0
2015,12,1,2,AS,AS4239,BOS,JFK,10.44,12.99,0,0
2015,5,27,3,F9,F94240,DFW,MSP,5.39,8.36,0,0
2015,12,24,4,UA,UA4241,CLT,SFO,3.04,2.2,0,0
2015,10,30,5,AA,AA4242,DTW,SEA,0.42,-2.84,0,0
2015,9,3,4,AS,AS4243,MIA,DFW,72.06,85.34,0,0
2015,10,31,6,B6,B64244,LAS,SFO,4.49,1.02,0,0
2015,4,8,3,DL,DL4245,ATL,JFK,8.0,-4.75,0,0
2015,12,4,5,UA,UA4246,PHX,DTW,13.78,9.48,0,0
2015,12,10,4,B6,B64247,SEA,SFO,7.41,9.96,0,0
2015,2,28,6,NK,NK4248,SFO,LAS,12.37,21.27,0,0
2015,9,28,1,B6,B64249,BOS,JFK,5.7,11.02,0,0
2015,8,12,3,NK,NK4250,LAS,BOS,-1.95,6.89,0,0
2015,10,1,4,WN,WN4251,JFK,SEA,1.3,2.55,0,0
2015,11,13,5,DL,DL4252,MIA,LAS,74.29,94.2,0,0
2015,4,9,4,DL,DL4253,CLT,PHX,11.99,13.1,0,0
2015,10,10,6,AS,AS4254,DFW,ATL,-5.23,10.66,0,0
2015,6,5,5,AA,AA4255,ORD,JFK,-0.83,7.39,0,0
2015,10,25,7,UA,UA4256,CLT,PHX,31.51,32.18,0,0
2015,5,5,2,NK,NK4257,DTW,DEN,84.16,91.19,0,0
2015,6,27,6,UA,UA4258,ATL,MIA,85.9,87.48,0,0
2015,3,11,3,AA,AA4259,MSP,DEN,1.41,11.69,0,0
2015,8,3,1,WN,WN4260,MSP,CLT,39.3,44.23,0,0
2015,6,4,4,B6,B64261,PHX,BOS,13.41,21.12,0,0
2015,3,18,3,UA,UA4262,JFK,BOS,9.82,11.9,0,0
2015,8,16,7,AS,AS4263,IAH,ATL,6.89,-0.82,0,0
2015,1,28,3,UA,UA4264,SFO,IAH,34.05,27.33,0,0
2015,8,23,7,NK,NK4265,ATL,ORD,161.48,156.91,0,0
2015,3,20,5,DL,DL4266,BOS,DTW,27.97,28.21,0,0
2015,9,13,7,NK,NK4267,BOS,SFO,12.39,25.72,0,0
2015,3,30,1,DL,DL4268,ATL,PHX,10.73,13.95,0,0
2015,4,24,5,UA,UA4269,LAS,PHX,4.66,15.85,0,0
2015,10,30,5,AS,AS4270,DFW,PHX,6.57,4.86,0,0
2015,6,6,6,AS,AS4271,CLT,SEA,2.92,15.18,0,0
2015,5,3,7,NK,NK4272,ORD,CLT,-7.98,-13.11,0,0
2015,5,12,2,AS,AS4273,SEA,BOS,22.21,18.67,0,0
2015,9,2,3,UA,UA4274,SEA,SFO,3.64,16.2,0,0
2015,3,8,7,WN,WN4275,ATL,LAX,10.81,14.6,0,0
2015,5,6,3,NK,NK4276,LAX,MIA,-9.34,-7.37,0,0
2015,1,17,6,WN,WN4277,BOS,LAS,17.95,12.06,0,0
2015,9,21,1,B6,B64278,JFK,IAH,-4.38,0.77,0,0
2015,3,18,3,AA,AA4279,JFK,LAX,-0.91,0.39,0,0
2015,7,18,6,B6,B64280,LAS,DEN,28.21,36.51,0,0
2015,12,5,6,UA,UA4281,CLT,JFK,13.88,17.47,0,0
2015,6,14,7,B6,B64282,DTW,BOS,-3.61,-7.3,0,0
2015,12,13,7,AA,AA4283,LAS,ORD,13.88,14.37,0,0
2015,5,17,7,WN,WN4284,ATL,DEN,119.98,126.72,0,0
2015,11,8,7,DL,DL4285,LAX,DFW,25.16,26.7,0,0
2015,4,25,6,F9,F94286,LAS,CLT,4.33,2.04,0,0
2015,2,7,6,F9,F94287,CLT,PHX,6.16,3.85,0,0
2015,9,10,4,F9,F94288,LAX,SEA,2.71,6.74,0,0
2015,8,3,1,DL,DL4289,SEA,ATL,-2.98,16.7,0,0
2015,11,21,6,AA,AA4290,JFK,SEA,-1.46,-1.25,0,0
2015,4,28,2,WN,WN4291,MIA,IAH,19.99,35.65,0,0
2015,2,15,7,F9,F94292,IAH,SEA,18.49,11.24,0,0
2015,8,23,7,F9,F94293,SFO,JFK,-9.82,-1.44,0,0
2015,11,12,4,AA,AA4294,ATL,CLT,1.63,5.47,0,0
2015,12,7,1,AS,AS4295,DFW,IAH,4.06,9.5,0,0
2015,8,4,2,UA,UA4296,IAH,BOS,0.0,0.0,1,0
2015,5,10,7,B6,B64297,SEA,LAS,1.68,5.7,0,0
2015,9,23,3,B6,B64298,DEN,JFK,24.68,18.47,0,0
2015,11,20,5,WN,WN4299,PHX,MIA,-1.86,0.77,0,0
2015,12,5,6,UA,UA4300,DEN,IAH,8.51,15.1,0,0
2015,2,15,7,AS,AS4301,DEN,ORD,71.26,82.63,0,0
2015,10,28,3,AS,AS4302,CLT,ORD,14.6,7.22,0,0
2015,2,10,2,F9,F94303,MSP,ORD,26.13,29.06,0,0
2015,2,2,1,AA,AA4304,JFK,DTW,25.6,17.66,0,0
2015,12,29,2,AS,AS4305,DFW,IAH,6.38,12.97,0,0
2015,6,13,6,B6,B64306,PHX,ATL,78.48,74.92,0,0
2015,11,26,4,AS,AS4307,BOS,MIA,18.59,32.45,0,0
2015,8,17,1,F9,F94308,MSP,LAS,17.34,19.25,0,0
2015,8,22,6,WN,WN4309,MSP,LAS,17.09,18.32,0,0
2015,11,6,5,B6,B64310,PHX,MIA,9.4,11.39,0,0
2015,12,4,5,WN,WN4311,LAS,DTW,0.0,0.0,1,0
2015,1,8,4,NK,NK4312,IAH,SFO,11.91,2.22,0,0
2015,3,15,7,DL,DL4313,ORD,DEN,-4.32,4.25,0,0
2015,5,14,4,B6,B64314,SEA,CLT,5.35,-6.86,0,0
2015,1,7,3,AS,AS4315,LAX,JFK,9.03,17.5,0,0
2015,1,13,2,AS,AS4316,DTW,JFK,20.82,20.73,0,0
2015,1,26,1,F9,F94317,ATL,MSP,0.0,0.0,1,0
2015,7,16,4,DL,DL4318,DEN,ATL,16.09,10.82,0,0
2015,10,23,5,AS,AS4319,JFK,ORD,-5.15,-14.61,0,0
2015,5,22,5,NK,NK4320,PHX,LAS,0.93,6.29,0,0
2015,1,10,6,WN,WN4321,DEN,SFO,23.12,21.54,0,0
2015,11,2,1,UA,UA4322,SEA,ATL,10.4,8.68,0,0
2015,5,3,7,DL,DL4323,MSP,SEA,44.56,53.51,0,0
2015,6,4,4,NK,NK4324,BOS,SEA,-5.66,-2.86,0,0
2015,9,13,7,NK,NK4325,SFO,MIA,6.17,11.55,0,0
2015,5,13,3,DL,DL4326,JFK,MIA,2.01,4.66,0,0
2015,2,20,5,AS,AS4327,DFW,IAH,4.37,-6.79,0,0
2015,8,10,1,F9,F94328,IAH,LAX,10.38,22.77,0,0
2015,11,12,4,NK,NK4329,BOS,ATL,80.22,73.11,0,0
2015,8,15,6,UA,UA4330,DFW,DEN,12.87,-2.62,0,0
2015,5,30,6,WN,WN4331,JFK,SEA,5.27,8.0,0,0
2015,9,27,7,F9,F94332,CLT,ATL,2.63,-5.43,0,0
2015,8,6,4,NK,NK4333,BOS,SFO,15.63,17.34,0,0
2015,11,29,7,WN,WN4334,ATL,BOS,-8.65,-7.37,0,0
2015,5,14,4,UA,UA4335,SFO,ORD,46.69,59.59,0,0
2015,2,16,1,AS,AS4336,DFW,CLT,-1.18,11.57,0,0
2015,8,18,2,B6,B64337,DEN,ATL,10.98,15.81,0,0
2015,2,12,4,WN,WN4338,ATL,MSP,14.47,23.03,0,0
2015,11,30,1,DL,DL4339,JFK,DTW,11.39,5.67,0,0
2015,3,22,7,F9,F94340,DEN,DTW,58.11,51.37,0,0
2015,8,12,3,AS,AS4341,MIA,MSP,-2.5,-5.65,0,0
2015,6,18,4,UA,UA4342,MSP,LAX,-4.89,-9.2,0,0
2015,1,26,1,AA,AA4343,BOS,IAH,-1.48,15.29,0,0
2015,4,27,1,NK,NK4344,SFO,ATL,56.9,54.81,0,0
2015,11,23,1,NK,NK4345,ORD,DFW,28.1,26.44,0,0
2015,11,29,7,AS,AS4346,BOS,IAH,-5.51,-2.83,0,0
2015,4,29,3,AA,AA4347,JFK,IAH,3.25,18.97,0,0
2015,8,29,6,DL,DL4348,PHX,CLT,21.34,22.83,0,0
2015,6,20,6,UA,UA4349,DFW,JFK,10.29,13.56,0,0
2015,3,14,6,AS,AS4350,DEN,DFW,-7.63,3.69,0,0
2015,9,25,5,AA,AA4351,IAH,CLT,-4.88,-7.47,0,0
2015,8,7,5,NK,NK4352,DEN,LAS,100.18,102.27,0,0
2015,6,10,3,AS,AS4353,PHX,ATL,-1.68,3.34,0,0
2015,11,6,5,NK,NK4354,CLT,SFO,85.32,94.52,0,0
2015,9,29,2,F9,F94355,SEA,MSP,5.24,21.57,0,0
2015,2,10,2,B6,B64356,ATL,PHX,-1.24,2.38,0,0
2015,8,24,1,DL,DL4357,DTW,DEN,7.21,27.27,0,0
2015,5,20,3,NK,NK4358,IAH,LAS,8.43,17.69,0,0
2015,9,26,6,F9,F94359,PHX,JFK,35.87,32.44,0,0
2015,8,30,7,WN,WN4360,LAX,MSP,0.79,9.12,0,0
2015,5,3,7,F9,F94361,DEN,PHX,10.65,17.53,0,0
2015,2,18,3,B6,B64362,IAH,DFW,41.01,39.69,0,0
2015,2,12,4,F9,F94363,DFW,ATL,5.86,12.08,0,0
2015,1,13,2,NK,NK4364,DTW,MIA,8.76,2.61,0,0
2015,8,17,1,UA,UA4365,DFW,JFK,20.62,21.67,0,0
2015,7,30,4,AA,AA4366,LAX,MIA,48.37,55.8,0,0
2015,7,2,4,UA,UA4367,DFW,CLT,30.58,31.51,0,0
2015,4,13,1,AS,AS4368,IAH,DFW,1.95,3.75,0,0
2015,3,27,5,WN,WN4369,ORD,SFO,81.98,66.93,0,0
2015,7,10,5,DL,DL4370,DFW,ATL,1.03,16.38,0,0
2015,1,6,2,WN,WN4371,BOS,JFK,8.04,20.37,0,1
2015,5,30,6,UA,UA4372,DEN,ORD,42.84,46.6,0,0
2015,11,30,1,B6,B64373,PHX,SEA,-4.26,-1.92,0,0
2015,1,6,2,AS,AS4374,DFW,SEA,46.81,44.65,0,1
2015,12,22,2,AS,AS4375,ATL,LAX,12.08,3.0,0,0
2015,7,10,5,UA,UA4376,CLT,MSP,6.93,10.67,0,0
2015,10,4,7,AA,AA4377,JFK,IAH,17.41,14.31,0,0
2015,9,26,6,F9,F94378,DTW,LAX,-5.47,9.33,0,0
2015,11,23,1,WN,WN4379,SEA,MSP,7.48,3.06,0,0
2015,7,18,6,WN,WN4380,ORD,DEN,4.37,23.05,0,0
2015,8,24,1,AS,AS4381,JFK,DFW,1.27,-1.36,0,0
2015,4,5,7,B6,B64382,LAX,DTW,-0.5,-9.1,0,0
2015,8,6,4,NK,NK4383,SEA,IAH,-2.63,-2.15,0,0
2015,6,5,5,DL,DL4384,MIA,DEN,58.39,70.07,0,0
2015,6,27,6,WN,WN4385,ATL,LAX,2.72,-12.44,0,0
2015,4,15,3,F9,F94386,MIA,JFK,-0.05,6.68,0,0
2015,7,26,7,UA,UA4387,MSP,IAH,-3.46,9.49,0,0
2015,5,8,5,DL,DL4388,LAX,SEA,75.24,83.73,0,0
2015,1,26,1,AS,AS4389,PHX,LAX,10.44,16.17,0,0
2015,8,29,6,UA,UA4390,PHX,LAS,-1.25,-3.45,0,0
2015,9,1,2,UA,UA4391,PHX,LAX,3.64,9.93,0,0
2015,11,12,4,AS,AS4392,LAS,DEN,70.75,75.05,0,0
2015,10,5,1,UA,UA4393,ATL,DEN,39.81,37.17,0,0
2015,6,23,2,B6,B64394,LAX,JFK,0.82,9.52,0,0
2015,6,18,4,NK,NK4395,SEA,PHX,51.12,58.86,0,0
2015,9,28,1,F9,F94396,BOS,IAH,67.68,81.37,0,0
2015,4,15,3,AS,AS4397,JFK,CLT,42.81,50.39,0,0
2015,1,15,4,AA,AA4398,BOS,MSP,10.34,7.85,0,0
2015,7,7,2,WN,WN4399,CLT,JFK,-2.44,-6.56,0,0
2015,10,1,4,WN,WN4400,SFO,CLT,65.37,71.41,0,0
2015,10,28,3,F9,F94401,ORD,MIA,5.28,27.25,0,0
2015,2,5,4,AS,AS4402,ATL,MSP,31.39,33.87,0,0
2015,1,29,4,UA,UA4403,SEA,LAX,-15.51,-11.68,0,0
2015,4,7,2,F9,F94404,DEN,JFK,-0.66,-6.52,0,1
2015,1,31,6,B6,B64405,MSP,ORD,28.21,29.88,0,0
2015,6,27,6,WN,WN4406,DTW,MSP,-3.7,2.57,0,0
2015,6,28,7,UA,UA4407,LAX,PHX,12.44,18.56,0,0
2015,2,18,3,DL,DL4408,ORD,SFO,4.31,-6.6,0,0
2015,7,29,3,WN,WN4409,DFW,ORD,19.57,25.18,0,0
2015,11,4,3,B6,B64410,JFK,IAH,2.61,10.44,0,0
2015,1,23,5,NK,NK4411,LAX,SEA,4.74,14.59,0,0
2015,2,10,2,B6,B64412,DTW,LAX,14.76,15.63,0,0
2015,5,7,4,WN,WN4413,SEA,MIA,20.64,19.49,0,0
2015,2,20,5,WN,WN4414,CLT,ATL,-0.19,6.33,0,0
2015,6,20,6,F9,F94415,IAH,DFW,118.02,121.67,0,0
2015,10,8,4,AS,AS4416,MIA,DEN,4.37,14.39,0,0
2015,10,11,7,UA,UA4417,MIA,BOS,9.97,10.34,0,0
2015,3,9,1,DL,DL4418,DEN,DTW,1.88,6.72,0,0
2015,3,31,2,NK,NK4419,SFO,DEN,14.13,22.22,0,0
2015,4,13,1,DL,DL4420,JFK,MIA,8.37,13.56,0,0
2015,9,16,3,F9,F94421,LAX,CLT,39.52,47.4,0,0
2015,11,15,7,NK,NK4422,MIA,LAX,15.14,26.82,0,0
2015,4,7,2,NK,NK4423,CLT,LAS,10.95,4.85,0,0
2015,7,18,6,WN,WN4424,CLT,ORD,8.73,14.97,0,0
2015,2,23,1,AA,AA4425,MIA,MSP,0.52,-2.17,0,0
2015,4,17,5,DL,DL4426,BOS,LAS,8.93,13.66,0,0
2015,1,26,1,F9,F94427,LAX,MIA,-3.48,5.53,0,0
2015,5,16,6,F9,F94428,IAH,SFO,30.0,24.88,0,0
2015,6,23,2,DL,DL4429,ORD,CLT,40.66,40.51,0,0
2015,10,6,2,NK,NK4430,LAX,MIA,9.32,23.06,0,0
2015,7,15,3,F9,F94431,CLT,ORD,5.45,8.6,0,0
2015,2,3,2,AA,AA4432,DEN,BOS,27.51,36.79,0,0
2015,12,14,1,NK,NK4433,IAH,ORD,41.41,58.13,0,0
2015,1,27,2,NK,NK4434,CLT,MSP,13.6,11.87,0,0
2015,11,21,6,DL,DL4435,ATL,CLT,4.52,-3.51,0,0
2015,3,22,7,B6,B64436,PHX,MSP,8.0,-0.21,0,0
2015,3,25,3,F9,F94437,LAS,MSP,61.73,60.5,0,0
2015,6,25,4,DL,DL4438,LAX,DEN,19.14,36.55,0,0
2015,3,20,5,DL,DL4439,DEN,SEA,12.4,28.7,0,0
2015,3,27,5,AA,AA4440,DTW,LAX,-4.77,-17.45,0,0
2015,5,17,7,B6,B64441,MSP,SFO,-5.21,-14.64,0,0
2015,3,22,7,NK,NK4442,IAH,LAS,1.51,-4.56,0,0
2015,6,23,2,WN,WN4443,JFK,DFW,66.13,66.86,0,0
2015,2,15,7,AA,AA4444,LAS,JFK,10.52,13.61,0,0
2015,5,29,5,F9,F94445,JFK,MSP,104.44,106.67,0,0
2015,8,29,6,B6,B64446,JFK,ATL,3.98,28.66,0,0
2015,3,19,4,WN,WN4447,LAX,DFW,2.38,1.84,0,0
2015,9,11,5,AA,AA4448,BOS,ORD,4.22,-2.18,0,0
2015,4,26,7,B6,B64449,SFO,LAS,28.53,17.18,0,0
2015,6,1,1,B6,B64450,IAH,SEA,-16.72,-17.22,0,0
2015,1,18,7,WN,WN4451,PHX,DEN,29.03,28.75,0,0
2015,9,22,2,AA,AA4452,SEA,ATL,27.11,29.11,0,0
2015,4,2,4,WN,WN4453,MIA,LAX,31.69,47.19,0,0
2015,7,21,2,NK,NK4454,DTW,MIA,7.27,12.46,0,0
2015,10,8,4,NK,NK4455,MSP,IAH,2.21,-0.65,0,0
2015,3,13,5,NK,NK4456,JFK,SFO,28.13,45.0,0,0
2015,5,20,3,AA,AA4457,MSP,PHX,59.95,55.53,0,0
2015,3,9,1,F9,F94458,MSP,DEN,8.81,10.09,0,0
2015,10,13,2,AA,AA4459,SFO,CLT,-2.22,-0.17,0,0
2015,11,5,4,UA,UA4460,JFK,BOS,1.11,-0.44,0,0
2015,12,20,7,B6,B64461,MIA,JFK,59.56,60.45,0,0
2015,7,1,3,F9,F94462,SFO,JFK,27.11,38.46,0,0
2015,3,30,1,UA,UA4463,DTW,JFK,1.83,11.29,0,0
2015,9,19,6,B6,B64464,DEN,BOS,-2.14,-3.45,0,0
2015,8,26,3,B6,B64465,ORD,DEN,31.04,27.24,0,0
2015,6,17,3,WN,WN4466,MIA,SEA,38.89,50.97,0,0
2015,8,16,7,UA,UA4467,BOS,PHX,-13.59,-2.3,0,0
2015,9,2,3,DL,DL4468,SEA,DEN,9.97,0.4,0,0
2015,9,13,7,WN,WN4469,SEA,MSP,8.23,20.74,0,0
2015,9,10,4,AA,AA4470,MIA,DFW,9.67,13.14,0,0
2015,10,7,3,UA,UA4471,DEN,IAH,9.38,5.08,0,0
2015,5,22,5,B6,B64472,IAH,BOS,6.07,13.59,0,0
2015,7,31,5,AA,AA4473,DTW,SEA,72.04,74.84,0,0
2015,11,22,7,AA,AA4474,MIA,ATL,0.98,-2.51,0,0
2015,2,2,1,F9,F94475,ORD,MIA,6.3,11.93,0,0
2015,11,9,1,NK,NK4476,DEN,SFO,60.73,67.05,0,0
2015,1,31,6,F9,F94477,PHX,MSP,68.66,75.72,0,0
2015,10,31,6,F9,F94478,DFW,LAX,0.54,13.82,0,0
2015,11,4,3,WN,WN4479,SEA,DTW,9.38,5.02,0,0
2015,2,16,1,NK,NK4480,LAS,BOS,8.33,21.99,0,0
2015,2,22,7,WN,WN4481,IAH,DFW,10.22,2.24,0,0
2015,4,29,3,DL,DL4482,LAX,DEN,0.0,0.0,1,0
2015,11,27,5,B6,B64483,ATL,DFW,4.86,-3.99,0,0
2015,1,12,1,F9,F94484,BOS,JFK,37.13,43.67,0,0
2015,7,30,4,AS,AS4485,CLT,PHX,22.64,22.52,0,0
2015,3,11,3,UA,UA4486,CLT,ORD,20.29,29.43,0,0
2015,4,9,4,AA,AA4487,LAX,SFO,-5.95,-11.61,0,0
2015,9,13,7,DL,DL4488,ORD,PHX,9.41,11.37,0,0
2015,11,6,5,DL,DL4489,IAH,ORD,-1.64,3.89,0,0
2015,3,30,1,F9,F94490,LAX,LAS,4.21,-8.85,0,0
2015,6,16,2,AA,AA4491,BOS,MIA,39.1,41.23,0,0
2015,8,14,5,WN,WN4492,DTW,LAX,29.26,34.3,0,0
2015,6,21,7,DL,DL4493,DTW,MSP,2.39,7.58,0,0
2015,8,2,7,F9,F94494,CLT,JFK,21.98,19.79,0,0
2015,2,13,5,WN,WN4495,ORD,ATL,30.83,39.52,0,0
2015,11,26,4,F9,F94496,SFO,ORD,-3.92,-1.68,0,0
2015,5,27,3,B6,B64497,IAH,LAX,65.75,68.31,0,0
2015,4,17,5,AA,AA4498,ATL,MSP,37.77,40.81,0,0
2015,1,8,4,B6,B64499,ORD,BOS,22.17,27.0,0,0
2015,11,21,6,AA,AA4500,LAX,ATL,4.63,11.24,0,0
2015,11,13,5,DL,DL4501,SEA,DTW,-0.01,7.9,0,0
2015,10,5,1,AS,AS4502,JFK,PHX,-5.76,-1.57,0,0
2015,1,10,6,NK,NK4503,LAS,SEA,11.23,26.28,0,0
2015,6,20,6,AA,AA4504,SEA,ORD,63.24,76.84,0,0
2015,12,31,4,WN,WN4505,BOS,LAS,0.25,-5.92,0,0
2015,12,7,1,AS,AS4506,DFW,SFO,1.69,4.47,0,0
2015,6,20,6,B6,B64507,LAS,CLT,9.28,7.39,0,0
2015,10,19,1,AS,AS4508,LAX,JFK,-3.52,-19.71,0,0
2015,10,16,5,AA,AA4509,MSP,ATL,32.63,40.65,0,0
2015,6,16,2,AS,AS4510,SEA,LAS,-7.85,4.72,0,0
2015,10,3,6,NK,NK4511,CLT,LAS,8.74,21.69,0,0
2015,8,23,7,UA,UA4512,SEA,DFW,8.89,21.59,0,0
2015,3,28,6,AA,AA4513,DTW,SEA,-0.12,5.75,0,0
2015,8,14,5,WN,WN4514,LAS,MIA,5.06,17.33,0,0
2015,11,20,5,AA,AA4515,MIA,ORD,13.66,24.07,0,0
2015,12,2,3,AS,AS4516,CLT,SFO,-3.74,-6.43,0,0
2015,5,7,4,AA,AA4517,IAH,PHX,-12.47,-2.01,0,0
2015,9,24,4,AA,AA4518,DTW,MIA,71.51,80.35,0,0
2015,8,11,2,UA,UA4519,LAX,ORD,17.56,13.71,0,0
2015,10,9,5,WN,WN4520,LAS,LAX,1.44,-3.73,0,0
2015,4,3,5,AA,AA4521,SFO,JFK,98.88,110.37,0,0
2015,6,25,4,DL,DL4522,LAX,DEN,2.69,13.4,0,0
2015,4,10,5,UA,UA4523,PHX,DFW,62.7,67.29,0,0
2015,2,7,6,AA,AA4524,SEA,DTW,3.78,-3.37,0,0
2015,11,3,2,WN,WN4525,LAX,DFW,-8.14,2.73,0,0
2015,8,15,6,NK,NK4526,JFK,MSP,30.3,24.21,0,0
2015,3,20,5,B6,B64527,SEA,ORD,12.8,14.83,0,0
2015,9,8,2,WN,WN4528,JFK,MSP,24.08,37.89,0,0
2015,1,31,6,DL,DL4529,MIA,BOS,8.28,6.66,0,0
2015,8,24,1,NK,NK4530,MIA,SFO,38.92,42.67,0,0
2015,10,16,5,UA,UA4531,BOS,SFO,4.88,19.53,0,0
2015,4,17,5,F9,F94532,ATL,SFO,8.18,10.16,0,0
2015,2,7,6,DL,DL4533,JFK,PHX,65.98,79.54,0,0
2015,9,18,5,NK,NK4534,MIA,CLT,7.53,8.57,0,0
2015,3,27,5,WN,WN4535,DEN,LAS,11.51,13.52,0,0
2015,3,12,4,DL,DL4536,LAX,BOS,28.98,26.31,0,0
2015,10,18,7,B6,B64537,LAX,LAS,31.15,33.55,0,0
2015,12,22,2,DL,DL4538,ATL,CLT,8.96,20.02,0,0
2015,2,23,1,AS,AS4539,LAX,DFW,21.26,22.36,0,0
2015,5,10,7,F9,F94540,DTW,LAX,9.63,9.74,0,0
2015,10,6,2,UA,UA4541,LAS,IAH,8.21,32.2,0,0
2015,10,18,7,NK,NK4542,DTW,LAX,22.72,29.18,0,0
2015,5,31,7,F9,F94543,DTW,SFO,24.23,27.62,0,0
2015,4,19,7,UA,UA4544,LAX,DFW,29.48,47.91,0,0
2015,10,22,4,DL,DL4545,LAS,MSP,17.54,20.14,0,0
2015,1,15,4,B6,B64546,SEA,DEN,32.76,20.55,0,0
2015,6,5,5,UA,UA4547,CLT,MIA,-3.77,-4.66,0,0
2015,5,25,1,AS,AS4548,SFO,SEA,48.13,41.39,0,0
2015,9,5,6,F9,F94549,LAS,MIA,13.45,27.15,0,0
2015,8,27,4,UA,UA4550,SFO,JFK,59.54,62.72,0,0
2015,4,17,5,UA,UA4551,MIA,JFK,9.01,1.54,0,0
2015,3,14,6,AA,AA4552,DTW,JFK,9.98,5.02,0,0
2015,3,25,3,B6,B64553,DEN,BOS,26.48,16.5,0,0
2015,7,25,6,NK,NK4554,DTW,CLT,-2.61,-6.63,0,0
2015,4,11,6,F9,F94555,SFO,LAX,-3.05,-0.26,0,0
2015,12,5,6,AA,AA4556,JFK,BOS,19.89,19.79,0,0
2015,11,5,4,DL,DL4557,CLT,LAX,4.29,10.21,0,0
2015,3,18,3,UA,UA4558,LAX,JFK,0.0,0.0,1,0
2015,11,1,7,DL,DL4559,ORD,LAS,4.44,-4.24,0,0
2015,2,18,3,WN,WN4560,SEA,MSP,80.37,86.51,0,0
2015,9,25,5,F9,F94561,JFK,SFO,18.35,31.78,0,0
2015,1,15,4,DL,DL4562,DTW,SFO,-6.68,-10.72,0,0
2015,1,19,1,NK,NK4563,LAS,SFO,13.3,14.42,0,0
2015,3,24,2,F9,F94564,IAH,MIA,13.8,17.66,0,0
2015,2,19,4,NK,NK4565,SEA,CLT,80.39,83.94,0,0
2015,6,7,7,F9,F94566,BOS,LAS,78.22,86.78,0,0
2015,6,30,2,B6,B64567,PHX,BOS,-4.89,-6.73,0,0
2015,2,18,3,F9,F94568,PHX,BOS,9.71,12.98,0,0
2015,4,5,7,B6,B64569,SEA,BOS,25.44,30.46,0,0
2015,2,27,5,NK,NK4570,PHX,DTW,42.17,40.01,0,0
2015,10,7,3,AS,AS4571,ATL,IAH,57.29,76.41,0,0
2015,8,16,7,WN,WN4572,LAS,LAX,55.17,54.53,0,0
2015,12,20,7,AA,AA4573,IAH,MIA,24.52,16.63,0,0
2015,7,23,4,DL,DL4574,MIA,LAX,36.88,50.63,0,0
2015,2,20,5,UA,UA4575,LAX,JFK,14.99,21.41,0,0
2015,7,27,1,AA,AA4576,MIA,LAS,8.58,16.68,0,0
2015,10,29,4,B6,B64577,ATL,SEA,12.66,25.45,0,0
2015,12,14,1,WN,WN4578,DEN,PHX,147.32,165.86,0,0
2015,2,21,6,AA,AA4579,DTW,MIA,2.0,-1.63,0,0
2015,3,2,1,F9,F94580,CLT,DFW,6.37,15.42,0,0
2015,1,14,3,B6,B64581,ORD,PHX,-0.26,11.0,0,0
2015,8,18,2,B6,B64582,IAH,MSP,18.32,14.61,0,0
2015,7,12,7,NK,NK4583,CLT,LAX,45.55,55.75,0,0
2015,7,28,2,AA,AA4584,ORD,CLT,7.28,9.97,0,0
2015,6,27,6,NK,NK4585,BOS,DFW,5.94,17.07,0,0
2015,1,30,5,DL,DL4586,MIA,DEN,48.75,40.45,0,0
2015,3,30,1,AA,AA4587,LAS,BOS,66.33,69.64,0,0
2015,7,12,7,DL,DL4588,DEN,IAH,17.76,27.73,0,0
2015,9,14,1,WN,WN4589,SEA,IAH,71.69,75.26,0,0
2015,6,25,4,B6,B64590,ATL,ORD,17.22,28.89,0,0
2015,6,6,6,UA,UA4591,ATL,MIA,0.9,-9.12,0,0
